gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,MultipleLines_No,MultipleLines_No phone service,MultipleLines_Yes,InternetService_DSL,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,tenure_scaled,MonthlyCharges_scaled,TotalCharges_scaled
1,0,1,1,48,1,0,23.55,1173.35,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0.6347181430566958,-1.3711087284734764,-0.48969622138199387
0,0,1,0,49,1,0,20.45,900.9,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0.6754621043330061,-1.4741541029191516,-0.6098977462485731
1,1,0,0,27,1,1,81.45,2122.05,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,-0.22090504374582004,0.553512942624781,-0.0711416732413302
1,0,1,0,72,1,0,92.3,6719.9,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1.6125732136881425,0.9141717531846443,1.9573721131701274
1,0,1,0,1,1,1,69.15,69.15,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,-1.2802480369298874,0.14465548917903734,-0.9768554203457555
0,0,1,1,72,0,0,53.65,3784.0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1.6125732136881425,-0.37057138304933923,0.662089834382129
0,0,0,0,47,0,0,39.65,1798.65,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0.5939741817803856,-0.8359375902233565,-0.2138216994547703
0,0,0,0,1,1,1,54.65,54.65,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,-1.2802480369298874,-0.3373309396797665,-0.9832526385897099
0,0,0,0,36,1,1,104.8,3886.45,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0.1457906077409725,1.3296772953043026,0.7072894901816557
1,0,1,1,43,0,0,29.3,1224.05,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0.4309983366751445,-1.1799761790984336,-0.4673280169014082
0,1,1,0,27,1,0,83.85,2310.2,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,-0.22090504374582004,0.6332900067117551,0.011867748317292863
0,0,0,0,9,1,1,79.55,723.4,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,-0.9542963467194051,0.49035610022259274,-0.688208521303878
0,0,0,0,38,1,1,103.65,3988.5,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0.22727853029359305,1.2914507854292943,0.7523126709951422
0,1,0,0,35,1,1,99.05,3554.6,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0.10504664646466222,1.1385447459292597,0.560881429888118
0,0,1,0,59,1,1,100.05,6034.85,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1.082901717096109,1.1717851892988325,1.6551366402031606
1,0,0,0,27,1,0,20.35,531.6,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,-0.22090504374582004,-1.477478147256109,-0.7728282771101175
0,1,0,0,2,1,0,43.95,85.1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,-1.2395040756535771,-0.6930036837341939,-0.9698184802774056
1,0,0,0,7,1,0,23.5,173.0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,-1.0357842692720256,-1.372770750641955,-0.9310381020950884
0,0,0,0,36,1,1,70.7,2511.95,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0.1457906077409725,0.19617817640187488,0.1008773194012803
0,0,1,1,41,1,1,94.3,3893.6,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0.3495104141225239,0.9806526399237896,0.7104439805571229
0,0,0,0,13,0,0,29.15,357.15,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,-0.791320501614164,-1.1849622456038695,-0.8497934303968664
1,0,0,1,19,1,0,20.85,467.5,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,-0.5468567339563023,-1.4608579255713225,-0.8011083936230472
0,0,1,0,60,0,0,37.7,2288.7,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1.1236456783724194,-0.9007564547940231,0.002382217817636211
0,0,0,1,48,1,1,95.5,4627.85,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0.6347181430566958,1.0205411719672768,1.0343858768070253
1,1,0,0,3,1,0,91.05,289.1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,-1.1987601143772668,0.8726211989726784,-0.8798162373969425
1,0,1,0,69,1,1,92.45,6460.55,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1.4903413298592119,0.9191578196900803,1.842950144096362
1,0,0,0,43,0,0,44.15,1931.3,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0.4309983366751445,-0.6863555950602795,-0.15529818220921432
0,0,0,1,11,0,1,36.05,402.6,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,-0.8728084241667845,-0.9556031863538181,-0.8297414601080574
0,0,1,0,45,1,1,50.25,2221.55,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0.512486259227765,-0.4835888905058862,-0.027243520463849407
1,0,1,0,72,1,1,109.75,7758.9,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1.6125732136881425,1.4942174899836873,2.4157658894093488
0,1,1,0,2,1,0,79.2,172.85,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,-1.2395040756535771,0.4787219450432425,-0.9311042802148535
0,0,1,1,12,1,0,20.3,224.5,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,-0.8320644628904743,-1.4791401694245876,-0.9083169476424224
0,0,1,1,67,1,1,112.35,7388.45,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1.4088534073065913,1.580642642744576,2.252327992962939
1,0,1,0,37,1,0,94.3,3460.95,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0.18653456901728277,0.9806526399237896,0.5195642237814739
0,0,0,0,39,0,0,41.15,1700.9,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0.2680224915699033,-0.7860769251689975,-0.25694777416832554
0,0,0,0,41,1,1,74.65,3090.65,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0.3495104141225239,0.327477927711687,0.3561925054548295
0,0,0,0,25,0,1,48.25,1293.8,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,-0.3023929662984406,-0.5500697772450316,-0.43655519121066155
1,0,1,1,8,1,1,76.15,645.8,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,-0.9950403079957154,0.377338592766046,-0.7224446685956621
0,0,1,1,71,1,0,71.1,5224.95,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1.5718292524118322,0.20947435374970363,1.2978189122184198
1,0,0,0,5,1,0,96.55,500.1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,-1.1172721918246462,1.055443637505328,-0.7867256822607772
0,0,0,0,30,1,1,79.3,2427.1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,-0.09867315991688919,0.4820459893801996,0.06344256298751907
1,0,0,0,40,1,1,89.6,3488.15,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0.3087664528462136,0.8244225560867979,0.5315645228322025
0,0,0,0,54,1,1,20.5,1035.7,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0.8791819107145575,-1.472492080750673,-0.5504256759530514
1,0,1,0,72,1,1,106.3,7565.35,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1.6125732136881425,1.3795379603586615,2.3303740555391843
1,0,1,1,28,1,0,100.35,2799.0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,-0.18016108246950976,1.181757322309704,0.22752018125832418
1,0,1,1,18,1,1,85.6,1601.5,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,-0.5876006952326126,0.6914607826085073,-0.30080180819929636
0,0,0,0,2,0,1,45.25,85.5,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,-1.2395040756535771,-0.6497911073537496,-0.9696420052913655
0,0,1,1,59,1,1,106.15,6256.2,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1.082901717096109,1.374551893853226,1.7527934856031138
1,0,1,1,22,1,1,51.1,1232.9,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,-0.42462485012737144,-0.4553345136417494,-0.46342350783527037
0,0,0,0,1,1,0,19.9,19.9,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,-1.2802480369298874,-1.4924363467724167,-0.9985839030019457
0,1,1,0,72,1,1,25.7,1937.4,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1.6125732136881425,-1.2996417752288951,-0.15260693867210237
0,1,0,0,14,1,1,74.3,1096.25,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,-0.7505765403378537,0.31584377253233625,-0.5237117749412277
1,0,1,0,50,1,0,99.4,5059.75,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0.7162060656093164,1.1501789011086103,1.2249347429838486
0,0,1,1,48,1,0,69.7,3023.65,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0.6347181430566958,0.1629377330323022,0.32663294529310877
0,0,1,1,49,1,1,98.35,4889.2,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0.6754621043330061,1.1152764355705587,1.149690220810991
1,0,1,1,28,1,0,85.45,2289.9,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,-0.18016108246950976,0.6864747161030716,0.0029116427757567027
1,1,0,0,68,1,1,95.9,6503.2,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1.4495973685829016,1.033837349315106,1.8617667894828902
1,0,0,0,13,1,0,100.75,1313.25,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,-0.791320501614164,1.1950534996575333,-0.42797409501446054
0,0,0,0,11,1,1,89.2,990.3,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,-0.8728084241667845,0.8111263787389692,-0.5704555868686055
0,0,1,0,3,1,1,74.1,228.0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,-1.1987601143772668,0.3091956838584216,-0.9067727915145714
1,1,1,0,57,1,0,100.6,5746.15,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1.0014137945434884,1.1900674331520973,1.527765819028701
1,0,0,0,3,1,0,75.0,209.1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,-1.1987601143772668,0.3391120828910372,-0.9151112346049672
1,0,1,0,72,1,0,25.75,1864.2,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1.6125732136881425,-1.2979797530604165,-0.18490186111744505
1,0,1,1,70,1,1,84.1,5979.7,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1.5310852911355222,0.6416001175541483,1.6308051515028783
0,0,1,1,49,1,0,79.3,3902.45,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0.6754621043330061,0.4820459893801996,0.7143484896232606
0,1,1,0,67,1,1,107.05,7142.5,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1.4088534073065913,1.404468292885841,2.1438179359215184
1,0,0,0,46,1,0,20.05,902.0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0.5532302205040753,-1.4874502802669807,-0.6094124400369628
0,1,0,0,64,1,1,70.2,4481.0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1.2866215234776603,0.17955795471708852,0.9695974975570446
0,0,1,0,37,1,0,19.5,805.2,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0.18653456901728277,-1.5057325241202457,-0.6521193866586728
0,1,0,0,2,1,0,70.75,154.85,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,-1.2395040756535771,0.1978401985703534,-0.939045654586659
0,1,1,0,13,0,0,45.3,528.45,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,-0.791320501614164,-0.648129085185271,-0.7742180176251834
0,0,1,0,72,1,0,115.15,8349.7,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1.6125732136881425,1.67371588417938,2.6764194437906124
1,0,1,1,68,1,1,72.95,4953.25,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1.4495973685829016,0.27096917398341336,1.1779482779506658
1,0,1,1,15,1,0,19.65,332.65,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,-0.7098325790615434,-1.5007464576148097,-0.860602523291824
0,0,0,0,24,1,1,19.55,470.2,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,-0.3431369275747509,-1.504070501951767,-0.7999171874672764
0,0,0,0,24,1,1,89.55,2259.35,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,-0.3431369275747509,0.8227605339183194,-0.01056663428305783
1,0,0,0,27,1,0,50.35,1411.35,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,-0.22090504374582004,-0.4802648461689289,-0.38469360468812025
1,0,0,0,12,1,0,50.25,593.75,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,-0.8320644628904743,-0.4835888905058862,-0.7454084761541332
0,0,1,1,71,1,0,87.25,6328.7,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1.5718292524118322,0.7463075141683023,1.7847795768228862
1,0,1,1,67,1,1,20.8,1411.9,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1.4088534073065913,-1.4625199477398012,-0.38445095158231496
0,0,1,0,63,1,1,109.25,6841.4,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1.24587756220135,1.477597268298901,2.010976390179815
1,0,0,0,1,1,0,20.35,20.35,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,-1.2802480369298874,-1.477478147256109,-0.9983853686426506
1,0,0,0,4,1,1,55.9,238.5,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,-1.1580161531009565,-0.2957803854678007,-0.9021403231310181
0,1,0,0,40,1,1,79.2,3233.85,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0.3087664528462136,0.4787219450432425,0.41937055045719374
0,0,0,0,12,1,1,96.0,1062.1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,-0.8320644628904743,1.0371613936520632,-0.5387783268744033
1,0,1,1,52,1,0,79.2,4016.3,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0.797693988161937,0.4787219450432425,0.764577682524931
1,0,0,0,10,1,1,24.0,226.55,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,-0.9135523854430948,-1.3561505289571687,-0.9074125133389667
1,0,0,0,68,1,0,101.35,7110.75,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1.4495973685829016,1.2149977656792768,2.1298102339045837
0,0,0,0,54,1,1,100.1,5440.9,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0.8791819107145575,1.173447211467311,1.3930933453068315
0,0,1,1,4,1,0,56.5,235.1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,-1.1580161531009565,-0.27583611944605707,-0.9036403605123592
0,0,1,0,52,0,0,35.45,1958.95,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0.797693988161937,-0.9755474523755615,-0.14309934879919073
0,1,0,0,1,1,1,85.0,85.0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,-1.2802480369298874,0.6715165165867639,-0.9698625990239156
1,0,1,0,70,1,0,79.4,5528.9,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1.5310852911355222,0.48537003371715715,1.4319178422356587
1,0,0,0,43,0,1,35.2,1463.7,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0.4309983366751445,-0.9838575632179547,-0.36159744089011897
1,0,0,0,52,1,0,19.65,1025.05,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0.797693988161937,-1.5007464576148097,-0.5551243224563698
0,0,0,0,12,0,0,49.85,552.1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,-0.8320644628904743,-0.4968850678537152,-0.7637839340755611
0,0,1,1,56,1,0,68.75,3815.4,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0.9606698332671781,0.13135931183120808,0.6759431207862787
1,0,0,0,42,1,0,79.9,3313.4,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0.3902543753988342,0.5019902554019434,0.45446701330592343
1,1,1,0,22,1,1,89.75,1938.9,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,-0.42462485012737144,0.829408622592234,-0.15194515747445192
1,0,1,1,51,0,0,59.3,3014.65,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0.7569500268856267,-0.1827628780112537,0.32266225810720595
1,0,0,0,27,1,1,19.4,460.25,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,-0.22090504374582004,-1.509056568457203,-0.8043070027450245
1,1,1,0,51,1,1,93.65,4839.15,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0.7569500268856267,0.9590463517335676,1.1276087881827204
1,0,0,1,4,1,1,49.4,184.4,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,-1.1580161531009565,-0.5118432673700231,-0.9260085649929448
1,0,0,0,1,1,1,19.9,19.9,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,-1.2802480369298874,-1.4924363467724167,-0.9985839030019457
1,0,0,0,35,1,0,55.0,2010.55,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0.10504664646466222,-0.32569678450041606,-0.1203340756000148
1,1,1,1,71,1,1,72.9,5139.65,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1.5718292524118322,0.2693071518149348,1.2601856214453633
0,0,0,0,1,1,1,69.2,69.2,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,-1.2802480369298874,0.14631751134751586,-0.9768333609725006
0,0,1,1,69,1,1,25.6,1673.4,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1.4903413298592119,-1.3029658195658524,-0.26908042945858407
1,0,1,1,14,1,0,19.75,309.35,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,-0.7505765403378537,-1.4974224132778524,-0.8708821912286612
1,0,1,0,57,1,0,55.7,3171.6,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1.0014137945434884,-0.3024284741417151,0.39190663075469945
0,0,1,1,72,1,0,117.5,8670.1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1.6125732136881425,1.7518309260978755,2.8177759076087514
1,0,0,0,48,1,0,19.85,916.0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0.6347181430566958,-1.494098368940895,-0.6032358155255585
0,0,1,1,4,1,1,78.9,299.75,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,-1.1580161531009565,0.4687498120323708,-0.8751175908936242
1,0,1,1,31,1,1,20.65,702.05,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,-0.05792919864057891,-1.4675060142452372,-0.6976278736837697
1,0,0,0,38,1,1,62.3,2354.8,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0.22727853029359305,-0.0830415479025357,0.03154470926076682
1,1,1,0,37,1,1,92.5,3473.4,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0.18653456901728277,0.9208198418585588,0.525057007721973
0,0,0,0,1,1,0,19.65,19.65,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,-1.2802480369298874,-1.5007464576148097,-0.9986941998682208
1,1,0,0,57,1,1,79.75,4438.2,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1.0014137945434884,0.4970041888965074,0.9507146740507514
